"curs","any","codi_centre","denominaci_completa","codi_naturalesa","nom_naturalesa","codi_titularitat","nom_titularitat","adre_a","codi_postal","tel_fon","codi_delegaci","nom_delegaci","codi_comarca","nom_comarca","codi_municipi","codi_municipi_6","nom_municipi","codi_districte_municipal","nom_dm","codi_localitat","nom_localitat","coordenades_utm_x","coordenades_utm_y","coordenades_geo_x","coordenades_geo_y","e_mail_centre","url","imatge","einf1c","einf2c","epri","eso","batx","aa01","cfpm","ppas","aa03","cfps","ee","ife","pfi","pa01","cfam","pa02","cfas","esdi","escm","escs","adr","crbc","idi","dane","danp","dans","muse","musp","muss","tegm","tegs","estr","adults","geo_1"
"2022/2023","2022","43009576","Esc. de Música Estudi de Música","2","Privat","21","Cooperatives","ptge. Cobos, 3","43001","977231720","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","353031.561","4553138.331","1.249446004","41.116246824","e3009576@xtec.cat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MUSE",,,,,,,"POINT (1249446004 41116246824)"
"2022/2023","2022","43009722","Institut Cal·lípolis","1","Públic","01","Departament d'Educació","Autovia de Salou, s/n","43006","977544202","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","352162.348","4552414.578","1.239271570","41.109572546","e3009722@xtec.cat","http://www.institutcallipolis.cat",,,,,,"BATX","AA01","CFPM",,"AA03","CFPS",,"IFE","PFI",,,,,,,,,,,,,,,,,"TEGM","TEGS",,,"POINT (1239271570 41109572546)"
"2022/2023","2022","43010256","Llar d'infants El Serrallo","1","Públic","04","Corporacions Locals","Barri del Serrallo, s/n","43003","977248592","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","352062.370","4552841.852","1.237978497","41.113401434","e3010256@xtec.cat","http://www.xtec.cat/centres/e3010256",,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1237978497 41113401434)"
"2022/2023","2022","43010281","LLI privada El Bosquet","2","Privat","26","Societats Mercantils","urb. Els Pinars, 45","43007",,"0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","356872.658","4555086.730","1.294723776","41.134476297","e3010281@xtec.cat",,,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1294723776 41134476297)"
"2022/2023","2022","43010396","Escola de Ponent","1","Públic","01","Departament d'Educació","av. del President Tarradellas, s/n","43006","977260701","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","349028.405","4553654.902","1.201659248","41.120163584","e3010396@xtec.cat","http://agora.xtec.cat/escolaponent-tarragona",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1201659248 41120163584)"
"2022/2023","2022","43010438","Llar d'infants El Miracle","1","Públic","04","Corporacions Locals","pl. Cardenal Arce Ochotorena, s/n","43003","977249722","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","353878.737","4552946.554","1.259577953","41.114672946","e3010438@xtec.cat","http://www.xtec.cat/centres/e3010438",,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1259577953 41114672946)"
"2022/2023","2022","43010700","CASASFORMACIÓN.ES","2","Privat","26","Societats Mercantils","c. Dr. Zamenhoff, 3 bxs.","43001","977220890","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","352861.679","4552774.168","1.247510664","41.112937205","e3010700@xtec.cat","http://www.casasformacion.es",,,,,,,,,,,"CFPS",,,,,,,,,,,,,,,,,,,,,,,,"POINT (1247510664 41112937205)"
"2022/2023","2022","43010955","Llar d'infants Sant Pere i Sant Pau","1","Públic","04","Corporacions Locals","rbla. de Sant Pere i Sant Pau","43004","977203550","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","353363.546","4555530.726","1.252827088","41.137847585","e3010955@xtec.cat",,,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1252827088 41137847585)"
"2022/2023","2022","43010979","Llar d'infants Sant Salvador","1","Públic","04","Corporacions Locals","av. Sant Salvador, 13","43130","977293045","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","352453.578","4558128.126","1.241364707","41.161069007","e3010979@xtec.cat",,,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1241364707 41161069007)"
"2022/2023","2022","43011479","Institut Tarragona","1","Públic","01","Departament d'Educació","pl. de la Imperial Tarraco, 1","43003","977238277","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","352768.507","4553480.570","1.246232104","41.119280647","e3011479@xtec.cat","https://agora.xtec.cat/instarragona/",,,,,"ESO","BATX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1246232104 41119280647)"
"2022/2023","2022","43011561","Llar d'infants L'Arrabassada","1","Públic","04","Corporacions Locals","c. Internet, s/n","43001",,"0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","354346.842","4553801.968","1.264948139","41.122459099","e3011561@xtec.cat",,,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1264948139 41122459099)"
"2022/2023","2022","43012125","Novatècnica","2","Privat","26","Societats Mercantils","c. Francolí, 52-54, baixos","43006",,"0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","350549.803","4553502.631","1.219810460","41.119074001","e3012125@xtec.cat",,,,,,,,,"CFPM",,,"CFPS",,,,,,,,,,,,,,,,,,,,,,,"ADULTS","POINT (1219810460 41119074001)"
"2022/2023","2022","43012162","Llar d'infants Bonavista","1","Públic","04","Corporacions Locals","c. Vint-i-u, s/n","43100",,"0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","348338.698","4553524.531","1.193479701","41.118861266","e3012162@xtec.cat",,,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1193479701 41118861266)"
"2022/2023","2022","43012216","Llar d'infants Cèsar August","1","Públic","04","Corporacions Locals","c. Joan Baptista Plana, 9","43005",,"0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","352076.682","4553673.027","1.237948700","41.120887765","e3012216@xtec.cat",,,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1237948700 41120887765)"
"2022/2023","2022","43012447","Bettatur","2","Privat","26","Societats Mercantils","Via de l'Imperi Romà, 11","43001",,"0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","353379.343","4553292.854","1.253549739","41.117700989","e3012447@xtec.cat",,,,,,,,,,,,"CFPS",,,,,,,,,,,,,,,,,,,,,,,,"POINT (1253549739 41117700989)"
"2022/2023","2022","43012629","Aula Magna","2","Privat","26","Societats Mercantils","av. República Argentina, 11","43007",,"0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","352483.235","4553827.316","1.242752281","41.122350910","e3012629@xtec.cat",,,,,,,,,"CFPM",,,"CFPS",,,,,,,,,,,,,,,,,,,,,,,"ADULTS","POINT (1242752281 41122350910)"
"2022/2023","2022","43012642","LLI privada Xino-Xano Joan XXIII","2","Privat","26","Societats Mercantils","c. Arquebisbe Josep Pont i Gol, 19","43005",,"0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","351872.420","4554377.708","1.235346641","41.127195308","e3012642@xtec.cat",,,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1235346641 41127195308)"
"2022/2023","2022","43012708","CEOP","2","Privat","26","Societats Mercantils","av. Roma, 5C, 1-2","43005",,"0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","352498.030","4553436.258","1.243022374","41.118832584","e3012708@xtec.cat",,,,,,,,,,,,,,,"PFI",,,,,,,,,,,,,,,,,,,,"ADULTS","POINT (1243022374 41118832584)"
"2022/2023","2022","43012897","AFENTD","2","Privat","31","Associacions","c. Sant Benilde, 15","43006",,"0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","349955.096","4553598.231","1.212706479","41.119825085","e3012897@xtec.cat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TEGM","TEGS",,,"POINT (1212706479 41119825085)"
"2022/2023","2022","43012939","Òrgan Gestor del Complex Educatiu de Tarragona","1","Públic","01","Departament d'Educació","ctra. de Salou, s/n","43004",,"0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","352162.348","4552414.578","1.239271570","41.109572550","e3012939@xtec.cat","http://www.campuseducatiudetarragona.cat",,,,,"ESO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1239271570 41109572550)"
"2022/2023","2022","43012976","Institut Escola Mediterrani","1","Públic","01","Departament d'Educació","c. Riu Ter, s/n","43001","977540706","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"01","Bonavista","349089.002","4553196.775","1.202493296","41.116050050","e3012976@xtec.cat","http://www.xtec.cat/centres/e3006381",,,"EINF2C","EPRI","ESO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1202493296 41116050050)"
"2022/2023","2022","43013002","A. Hospitalària H.de dia salut mental infanto juvenil deTarragona","1","Públic","02","Altres Departaments","av. Vidal i Barraquer, 27-20 esc. B","43001",,"0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","352348.365","4552781.870","1.241397743","41.112913401","e3013002@xtec.cat",,,,"EINF2C","EPRI","ESO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1241397743 41112913401)"
"2022/2023","2022","43013063","LLI privada Teresianes-Jaycar","2","Privat","22","Fundacions","c. d'Ixart, 10","43003",,"0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","353194.822","4553253.761","1.251362171","41.117315664","e3013063@xtec.cat",,,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1251362171 41117315664)"
"2022/2023","2022","43013166","Centre de Formació CBS","2","Privat","26","Societats Mercantils","c. Ventallols, 5","43003",,"0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","353784.000","4553261.000","1.258375000","41.117479000","e3013166@xtec.cat",,,,,,,,,,,,"CFPS",,,,,,,,,,,,,,,,,,,,,,,,"POINT (1258375000 41117479000)"
"2022/2023","2022","43013191","Institut Escola L'Arrabassada","1","Públic","01","Departament d'Educació","c. Mercè Rodoreda, s/n","43001",,"0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","354961.000","4553889.000","1.272123000","41.123335000","e3013191@xtec.cat",,,,"EINF2C","EPRI","ESO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1272123000 41123335000)"
"2022/2023","2022","43013233","Ilerna Tarragona","2","Privat","26","Societats Mercantils","c. Joan Serra i Vilaró, 7","43007",,"0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","352603.000","4554537.000","1.244009000","41.128708000","e3013233@xtec.cat",,,,,,,,,"CFPM",,,"CFPS",,,,,,,,,,,,,,,,,,,,,,,,"POINT (1244009000 41128708000)"
"2022/2023","2022","43003884","Escola Antoni Roig","1","Públic","01","Departament d'Educació","av. Sant Jordi. núm. 1(ap.correus 142)","43830","977640836","0143","Tarragona","36","Tarragonès","43153","431536","Torredembarra","00",,"04","Torredembarra","365320.755","4556219.354","1.395090160","41.146120804","e3003884@xtec.cat","http://agora.xtec.cat/escolaantoniroig/",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1395090160 41146120804)"
"2022/2023","2022","43006851","Escola Molí de Vent","1","Públic","01","Departament d'Educació","c. de les Escoles, 13-15","43830","977130246","0143","Tarragona","36","Tarragonès","43153","431536","Torredembarra","00",,"04","Torredembarra","365901.209","4556537.437","1.401935031","41.149081125","e3006851@xtec.cat","https://agora.xtec.cat/ceip-molidevent/",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1401935031 41149081125)"
"2022/2023","2022","43006952","Institut Torredembarra","1","Públic","01","Departament d'Educació","av. de Sant Jordi, 62-64","43830","977640312","0143","Tarragona","36","Tarragonès","43153","431536","Torredembarra","00",,"04","Torredembarra","365906.326","4556776.441","1.401943721","41.151234081","e3006952@xtec.cat","http://www.instorredembarra.cat/",,,,,"ESO","BATX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1401943721 41151234081)"
"2022/2023","2022","43007661","Institut Ramon de la Torre","1","Públic","01","Departament d'Educació","c. Camí del Moro, 28-40","43830","977642402","0143","Tarragona","36","Tarragonès","43153","431536","Torredembarra","00",,"04","Torredembarra","366783.474","4556597.152","1.412432198","41.149764195","e3007661@xtec.cat","http://www.institutramondelatorre.org",,,,,"ESO","BATX","AA01","CFPM",,,"CFPS",,,"PFI",,,,,,,,,,,,,,,,,,,,,"POINT (1412432198 41149764195)"
"2022/2023","2022","43009242","Escola L'Antina","1","Públic","01","Departament d'Educació","pg. Miramar, 190-200","43830","977642496","0143","Tarragona","36","Tarragonès","43153","431536","Torredembarra","00",,"04","Torredembarra","366488.944","4556124.649","1.409026391","41.145461110","e3009242@xtec.cat","http://www.escolaantina.cat",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1409026391 41145461110)"
"2022/2023","2022","43009643","Llar d'infants El Cirerer","1","Públic","04","Corporacions Locals","c. Camí de l'Era, 52-54","43830","977642535","0143","Tarragona","36","Tarragonès","43153","431536","Torredembarra","00",,"04","Torredembarra","365631.792","4556205.735","1.398798240","41.146049746","e3009643@xtec.cat","http://www.xtec.cat/centres/e3009643",,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1398798240 41146049746)"
"2022/2023","2022","43009746","Esc. de Música Municipal de Torredembarra","1","Públic","04","Corporacions Locals","c. Alt de Sant Pere, 35","43830","977644308","0143","Tarragona","36","Tarragonès","43153","431536","Torredembarra","00",,"04","Torredembarra","365635.176","4556155.526","1.398849554","41.145598202","e3009746@xtec.cat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MUSE",,,,,,,"POINT (1398849554 41145598202)"
"2022/2023","2022","43010918","Escola de Dansa Centrescènic","2","Privat","27","Societats Civils","c. Eduard Benot, 11/c. Carnisseria, 9","43830",,"0143","Tarragona","36","Tarragonès","43153","431536","Torredembarra","00",,"04","Torredembarra","365428.866","4556110.100","1.396401965","41.145154967","e3010918@xtec.cat",,,,,,,,,,,,,,,,,,,,,,,,,,"DANE",,,,,,,,,,"POINT (1396401965 41145154967)"
"2022/2023","2022","43011650","EB privada La Casa de les Fades","2","Privat","26","Societats Mercantils","c.Joaquim Torres Ibern, 7 local I","43830","977130810","0143","Tarragona","36","Tarragonès","43153","431536","Torredembarra","00",,"04","Torredembarra","366919.302","4556487.292","1.414074135","41.148797253","e3011650@xtec.cat",,,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1414074135 41148797253)"
"2022/2023","2022","43012253","Llar d'infants Els Gegants de la Torre","1","Públic","04","Corporacions Locals","c. de les Escoles, s/n","43830",,"0143","Tarragona","36","Tarragonès","43153","431536","Torredembarra","00",,"04","Torredembarra","365913.892","4556518.073","1.402090350","41.148908863","e3012253@xtec.cat",,,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1402090350 41148908863)"
"2022/2023","2022","43012794","Centre d'Estudis Eqüestres Torredembarra","2","Privat","26","Societats Mercantils","ctra. La Riera, s/n","43830","977640282","0143","Tarragona","36","Tarragonès","43153","431536","Torredembarra","00",,"04","Torredembarra","365303.671","4556261.978","1.394877297","41.146501773","e3012794@xtec.cat",,,,,,,,,"CFPM",,,,,,,,,,,,,,,,,,,,,,,"TEGM","TEGS",,,"POINT (1394877297 41146501773)"
"2022/2023","2022","43004864","Escola Pere Virgili","1","Públic","01","Departament d'Educació","pl. de la Pau, s/n","43141","977840353","0143","Tarragona","36","Tarragonès","43166","431665","Vilallonga del Camp","00",,"01","Vilallonga del Camp","349403.246","4563683.275","1.203657307","41.210524135","e3004864@xtec.cat","http://escolaperevirgili.blogspot.com",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1203657307 41210524135)"
"2022/2023","2022","43010104","Llar d'infants Patufet","1","Públic","04","Corporacions Locals","rbla. Mare de Déu del Roser/pl.de la Pau","43141","977842062","0143","Tarragona","36","Tarragonès","43166","431665","Vilallonga del Camp","00",,"01","Vilallonga del Camp","349477.113","4563652.343","1.204545607","41.210259374","e3010104@xtec.cat","http://www.xtec.cat/centres/e3010104",,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1204545607 41210259374)"
"2022/2023","2022","43004979","Escola Torroja i Miret","1","Públic","01","Departament d'Educació","c. Tarragona, 9","43480","977390616","0143","Tarragona","36","Tarragonès","43171","431711","Vila-seca","00",,"05","Vila-seca de Solcina","344524.953","4552674.066","1.148289772","41.110483083","e3004979@xtec.cat","http://agora.xtec.cat/ceip-torrojaimiret/",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1148289772 41110483083)"
"2022/2023","2022","43005005","Escola Sant Bernat Calvó","1","Públic","01","Departament d'Educació","c. Requet de Fèlix, 22","43480","977391921","0143","Tarragona","36","Tarragonès","43171","431711","Vila-seca","00",,"05","Vila-seca de Solcina","344497.691","4552821.500","1.147927927","41.111805269","e3005005@xtec.cat","http://agora.xtec.cat/escolasantbernat/",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1147927927 41111805269)"
"2022/2023","2022","43005947","Escola Cal·lípolis","1","Públic","01","Departament d'Educació","c. Alfredo Kraus, 22","43481","977371711","0143","Tarragona","36","Tarragonès","43171","431711","Vila-seca","00",,"01","Platja de la Pineda","346975.262","4549328.205","1.178291474","41.080823808","e3005947@xtec.cat","http://agora.xtec.cat/ceipcal-lipolis/",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1178291474 41080823808)"
"2022/2023","2022","43005972","Institut Ramon Barbat i Miracle","1","Públic","01","Departament d'Educació","av. de l'Alcalde Pere Molas, s/n","43480","977391379","0143","Tarragona","36","Tarragonès","43171","431711","Vila-seca","00",,"05","Vila-seca de Solcina","344678.075","4551688.322","1.150361691","41.101637358","e3005972@xtec.cat","https://agora.xtec.cat/ies-ramonbarbat-vilaseca",,,,,"ESO","BATX",,"CFPM",,,"CFPS",,,,,,,,,,,,,,,,,,,,,,,,"POINT (1150361691 41101637358)"
"2022/2023","2022","43006241","Escola La Plana","1","Públic","01","Departament d'Educació","Camí Mas de la Cuca, s/n","43480","977391819","0143","Tarragona","36","Tarragonès","43171","431711","Vila-seca","00",,"02","La Plana","342830.300","4554851.505","1.127559413","41.129760973","e3006241@xtec.cat","https://agora.xtec.cat/esc-laplana/",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1127559413 41129760973)"
"2022/2023","2022","43006289","Cons. de Música de Vila-seca","1","Públic","04","Corporacions Locals","av. de la Generalitat, 27","43480","977392368","0143","Tarragona","36","Tarragonès","43171","431711","Vila-seca","00",,"05","Vila-seca de Solcina","343881.988","4552760.916","1.140613833","41.111141712","e3006289@xtec.cat","https://www.vila-secamusica.cat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MUSP",,,,,,"POINT (1140613833 41111141712)"
"2022/2023","2022","43006332","Escola Mestral","1","Públic","01","Departament d'Educació","c. Santiago Rusiñol, s/n","43480","977391820","0143","Tarragona","36","Tarragonès","43171","431711","Vila-seca","00",,"05","Vila-seca de Solcina","343790.353","4552836.383","1.139503805","41.111803547","e3006332@xtec.cat","http://agora.xtec.cat/escolamestralvila-seca/",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1139503805 41111803547)"
"2022/2023","2022","43008158","LLI privada Pineda","2","Privat","21","Cooperatives","c. Jacint Verdaguer, 6","43480","977391713","0143","Tarragona","36","Tarragonès","43171","431711","Vila-seca","00",,"05","Vila-seca de Solcina","343909.646","4552501.741","1.141008924","41.108813591","e3008158@xtec.cat","http://www.xtec.cat/centres/e3008158",,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1141008924 41108813591)"
"2022/2023","2022","43008523","Institut Vila-seca","1","Públic","01","Departament d'Educació","av. de l'Alcalde Pere Molas, s/n","43480","977394244","0143","Tarragona","36","Tarragonès","43171","431711","Vila-seca","00",,"05","Vila-seca de Solcina","344678.075","4551688.322","1.150361691","41.101637358","e3008523@xtec.cat","http://agora.xtec.cat/iesvila-seca",,,,,"ESO","BATX","AA01",,,,,,,"PFI",,,,,,,,,,,,,,,,,,,,,"POINT (1150361691 41101637358)"
"2022/2023","2022","43008742","Esc. de Música Municipal de Vila-seca","1","Públic","04","Corporacions Locals","av. de la Generalitat, 27","43480","977392368","0143","Tarragona","36","Tarragonès","43171","431711","Vila-seca","00",,"05","Vila-seca de Solcina","343881.988","4552760.916","1.140613833","41.111141712","e3008742@xtec.cat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MUSE",,,,,,,"POINT (1140613833 41111141712)"
"2022/2023","2022","43010086","CFA Vilaseca","1","Públic","01","Departament d'Educació","c. Sant Pere, 25 (cant. pl. Estudi, 1)","43480","977391811","0143","Tarragona","36","Tarragonès","43171","431711","Vila-seca","00",,"05","Vila-seca de Solcina","344405.153","4552559.232","1.146892755","41.109426253","e3010086@xtec.cat","http://agora.xtec.cat/cfavilaseca/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ADULTS","POINT (1146892755 41109426253)"
"2022/2023","2022","43010426","EB privada L'Estel","2","Privat","27","Societats Civils","c. de Sant Jordi, 25","43480","977396244","0143","Tarragona","36","Tarragonès","43171","431711","Vila-seca","00",,"05","Vila-seca de Solcina","344048.973","4552773.228","1.142598526","41.111284637","e3010426@xtec.cat","http://www.xtec.cat/centres/e3010426",,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1142598526 41111284637)"
"2022/2023","2022","43010530","Escola Miramar","1","Públic","01","Departament d'Educació","c. Era del Delme, 20","43480","977396280","0143","Tarragona","36","Tarragonès","43171","431711","Vila-seca","00",,"05","Vila-seca de Solcina","344369.781","4552209.748","1.146560197","41.106272953","e3010530@xtec.cat","http://blocs.xtec.cat/escolamiramar/",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1146560197 41106272953)"
"2022/2023","2022","43011492","Escola La Canaleta","1","Públic","01","Departament d'Educació","c. d'Alfons I, 18","43480","977783565","0143","Tarragona","36","Tarragonès","43171","431711","Vila-seca","00",,"05","Vila-seca de Solcina","344265.898","4553132.334","1.145089808","41.114559401","e3011492@xtec.cat","http://www.lacanaleta.cat",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1145089808 41114559401)"
"2022/2023","2022","43011595","Llar d'infants Fartets","1","Públic","04","Corporacions Locals","c. Luis Mariano, 4","43480",,"0143","Tarragona","36","Tarragonès","43171","431711","Vila-seca","00",,"01","Platja de la Pineda","347268.232","4549679.559","1.181690286","41.084042325","e3011595@xtec.cat",,,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1181690286 41084042325)"
"2022/2023","2022","43012551","Llar d'infants Les Vimeteres","1","Públic","04","Corporacions Locals","c. de l'Era del Delme, s/n","43480",,"0143","Tarragona","36","Tarragonès","43171","431711","Vila-seca","00",,"05","Vila-seca de Solcina","344385.258","4552212.742","1.146743668","41.106302875","e3012551@xtec.cat",,,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1146743668 41106302875)"
"2022/2023","2022","43004931","Escola Santa Maria del Mar","1","Públic","01","Departament d'Educació","c. Juan Manuel Muñoz Rodriguez, 5","43840","977382302","0143","Tarragona","36","Tarragonès","43905","439057","Salou","00",,"01","Salou","343000.363","4549717.735","1.130895996","41.083573187","e3004931@xtec.cat","http://www.santamariadelmar.cat",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1130895996 41083573187)"
"2022/2023","2022","43004967","Elisabeth","2","Privat","21","Cooperatives","c. Miquel Martí i Pol, 1","43840","977383851","0143","Tarragona","36","Tarragonès","43905","439057","Salou","00",,"01","Salou","342678.403","4550111.373","1.126964306","41.087054993","e3004967@xtec.cat","http://www.escolaelisabeth.cat",,"EINF1C","EINF2C","EPRI","ESO","BATX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1126964306 41087054993)"
"2022/2023","2022","43006393","Escola Europa","1","Públic","01","Departament d'Educació","pl. de la Segregació, 2","43840","977384996","0143","Tarragona","36","Tarragonès","43905","439057","Salou","00",,"01","Salou","343274.201","4549478.531","1.134215353","41.081472386","e3006393@xtec.cat","https://agora.xtec.cat/escolaeuropa/",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1134215353 41081472386)"
"2022/2023","2022","43007026","LLI privada Nou Esplai","2","Privat","26","Societats Mercantils","c. Berlín, s/n","43840","977383274","0143","Tarragona","36","Tarragonès","43905","439057","Salou","00",,"01","Salou","343503.265","4548955.473","1.137073949","41.076807227","e3007026@xtec.cat","http://www.xtec.cat/centres/e3007026",,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1137073949 41076807227)"
"2022/2023","2022","43007518","Esc. de Música Municipal","1","Públic","04","Corporacions Locals","c. advocat Gallego, 2/arquit.Ubach, 1","43840","977381008","0143","Tarragona","36","Tarragonès","43905","439057","Salou","00",,"01","Salou","343240.768","4549564.943","1.133795530","41.082243930","e3007518@xtec.cat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MUSE",,,,,,,"POINT (1133795530 41082243930)"
"2022/2023","2022","43007543","Institut Jaume I","1","Públic","01","Departament d'Educació","c. Advocat Gallego, 6","43840","977384771","0143","Tarragona","36","Tarragonès","43905","439057","Salou","00",,"01","Salou","343253.932","4549580.935","1.133948090","41.082390450","e3007543@xtec.cat","http://www.iesjaume1.cat",,,,,"ESO","BATX",,"CFPM",,,"CFPS",,,,,,,,,,,,,,,,,,,,"TEGM","TEGS",,,"POINT (1133948090 41082390450)"
"2022/2023","2022","43009451","Escola Salou","1","Públic","01","Departament d'Educació","c. Rosa Sensat, 2","43840","977383646","0143","Tarragona","36","Tarragonès","43905","439057","Salou","00",,"01","Salou","342671.692","4549437.428","1.127056785","41.080985976","e3009451@xtec.cat","http://agora.xtec.cat/escola-salou/",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1127056785 41080985976)"
"2022/2023","2022","43010153","Escola Vora Mar","1","Públic","01","Departament d'Educació","c. Maria Castillo, s/n","43840","977352900","0143","Tarragona","36","Tarragonès","43905","439057","Salou","00",,"01","Salou","342777.698","4549632.311","1.128268317","41.082761067","e3010153@xtec.cat","https://agora.xtec.cat/esc-voramarsalou/",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1128268317 41082761067)"
